method,path,endpoint,classification,guard_status
POST,/v1/tenant/catalog/disable-service,disable_service,EXISTING_CANONICAL_ROW_MATCH,FULLY_PROTECTED
PUT,/v1/tenant/catalog/enabled-services/{tenant_service_id}/types,set_tenant_service_types,EXISTING_CANONICAL_ROW_MATCH,FULLY_PROTECTED
PUT,/v1/tenant/catalog/enabled-services/{tenant_service_id}/brands,set_tenant_service_brands,EXISTING_CANONICAL_ROW_MATCH,FULLY_PROTECTED
PUT,/v1/tenant/catalog/enabled-services/{tenant_service_id}/types/{service_type_id}/pricing,set_tenant_type_pricing,EXISTING_CANONICAL_ROW_MATCH,FULLY_PROTECTED
PUT,/v1/tenant/catalog/enabled-services/{tenant_service_id}/brands/{brand_id}/pricing,set_tenant_brand_pricing,EXISTING_CANONICAL_ROW_MATCH,FULLY_PROTECTED
POST,/v1/tenant/catalog/enabled-services/{tenant_service_id}/publish,publish_tenant_service,EXISTING_CANONICAL_ROW_MATCH,FULLY_PROTECTED
POST,/v1/tenant/catalog/enabled-services/{tenant_service_id}/save-draft,save_tenant_service_draft,EXISTING_CANONICAL_ROW_MATCH,FULLY_PROTECTED
POST,/v1/provider/brands/services/{service_id}/supported,set_supported_brands,EXISTING_CANONICAL_ROW_MATCH,ROLE_ONLY_NOT_ACCESS_SCOPE_AWARE
POST,/v1/provider/brands/requests,create_brand_request,EXISTING_CANONICAL_ROW_MATCH,ROLE_ONLY_NOT_ACCESS_SCOPE_AWARE
POST,/v1/provider/setup/services/{service_id}/supported-options,set_supported_options,EXISTING_CANONICAL_ROW_MATCH,ROLE_ONLY_NOT_ACCESS_SCOPE_AWARE
PATCH,/v1/tenant/profile,update_profile,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
PATCH,/v1/tenant/settings,update_settings,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/tenant/users,create_user,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/tenant/users/{user_id}/suspend,suspend_user,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/tenant/staff,create_staff,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/tenant/staff/{staff_id}/deactivate,deactivate_staff,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
PATCH,/v1/tenant/staff/{staff_id}/photo,update_staff_photo,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/tenant/packages/{package_id}/purchase,tenant_purchase_package,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/profile/logo,upload_provider_logo,EXISTING_CANONICAL_ROW_MATCH,ROLE_ONLY_NOT_ACCESS_SCOPE_AWARE
DELETE,/v1/provider/profile/logo,remove_provider_logo,EXISTING_CANONICAL_ROW_MATCH,ROLE_ONLY_NOT_ACCESS_SCOPE_AWARE
POST,/v1/provider/profile/shop-photo,upload_provider_shop_photo,EXISTING_CANONICAL_ROW_MATCH,ROLE_ONLY_NOT_ACCESS_SCOPE_AWARE
DELETE,/v1/provider/profile/shop-photo,remove_provider_shop_photo,EXISTING_CANONICAL_ROW_MATCH,ROLE_ONLY_NOT_ACCESS_SCOPE_AWARE
POST,/v1/staff/profile/photo,upload_staff_profile_photo,EXISTING_CANONICAL_ROW_MATCH,ROLE_ONLY_NOT_ACCESS_SCOPE_AWARE
DELETE,/v1/staff/profile/photo,remove_staff_profile_photo,EXISTING_CANONICAL_ROW_MATCH,ROLE_ONLY_NOT_ACCESS_SCOPE_AWARE
PUT,/v1/provider/business-profile,update_business_profile,EXISTING_CANONICAL_ROW_MATCH,ROLE_ONLY_NOT_ACCESS_SCOPE_AWARE
POST,/v1/provider/business-profile/submit-review,submit_business_profile_for_review,EXISTING_CANONICAL_ROW_MATCH,ROLE_ONLY_NOT_ACCESS_SCOPE_AWARE
PUT,/v1/staff/profile,update_staff_profile,EXISTING_CANONICAL_ROW_MATCH,ROLE_ONLY_NOT_ACCESS_SCOPE_AWARE
POST,/v1/provider/service-jobs/{job_id}/assign,assign_job,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/service-jobs/{job_id}/reassign,reassign_job,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/service-jobs/{job_id}/cancel-assignment,cancel_assignment,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/service-jobs/{job_id}/schedule,schedule_job,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/staff/service-jobs/{job_id}/accept,accept_job,EXISTING_CANONICAL_ROW_MATCH,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/staff/service-jobs/{job_id}/reject,reject_job,EXISTING_CANONICAL_ROW_MATCH,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/staff/service-jobs/{job_id}/on-the-way,staff_on_the_way,EXISTING_CANONICAL_ROW_MATCH,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/staff/service-jobs/{job_id}/reached-site,staff_reached_site,EXISTING_CANONICAL_ROW_MATCH,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/staff/service-jobs/{job_id}/start-inspection,staff_start_inspection,EXISTING_CANONICAL_ROW_MATCH,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/staff/service-jobs/{job_id}/complete-inspection,staff_complete_inspection,EXISTING_CANONICAL_ROW_MATCH,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/staff/service-jobs/{job_id}/start-service,staff_start_service,EXISTING_CANONICAL_ROW_MATCH,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/staff/service-jobs/{job_id}/work-done,staff_work_done,EXISTING_CANONICAL_ROW_MATCH,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/staff/service-jobs/{job_id}/customer-not-available,staff_customer_not_available,EXISTING_CANONICAL_ROW_MATCH,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/staff/service-jobs/{job_id}/quote-required,staff_quote_required,EXISTING_CANONICAL_ROW_MATCH,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/staff/service-jobs/{job_id}/parts-required,staff_parts_required,EXISTING_CANONICAL_ROW_MATCH,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/staff/service-jobs/{job_id}/notes,staff_add_note,EXISTING_CANONICAL_ROW_MATCH,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/staff/service-jobs/{job_id}/diagnosis-notes,staff_add_diagnosis_note,EXISTING_CANONICAL_ROW_MATCH,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/staff/service-jobs/{job_id}/media,staff_upload_media,EXISTING_CANONICAL_ROW_MATCH,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/staff/service-jobs/{job_id}/parts-requests,staff_create_parts_request,EXISTING_CANONICAL_ROW_MATCH,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/staff/service-jobs/{job_id}/complete,staff_complete_job,EXISTING_CANONICAL_ROW_MATCH,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/provider/service-jobs/{job_id}/cancel,provider_cancel_job,EXISTING_CANONICAL_ROW_MATCH,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/provider/service-jobs/{job_id}/parts-requests/{parts_request_id}/approve,provider_approve_parts_request,EXISTING_CANONICAL_ROW_MATCH,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/provider/service-jobs/{job_id}/parts-requests/{parts_request_id}/reject,provider_reject_parts_request,EXISTING_CANONICAL_ROW_MATCH,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/provider/service-jobs/{job_id}/parts-requests/{parts_request_id}/install,provider_install_parts_request,EXISTING_CANONICAL_ROW_MATCH,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/staff/coaching-appointments/{appointment_id}/accept,staff_accept,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/staff/coaching-appointments/{appointment_id}/reject,staff_reject,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/staff/coaching-appointments/{appointment_id}/start,staff_start,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/staff/coaching-appointments/{appointment_id}/complete,staff_complete,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/staff/coaching-appointments/{appointment_id}/no-show,staff_no_show,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/staff/coaching-appointments/{appointment_id}/request-reschedule,staff_reschedule,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/staff/coaching-appointments/{appointment_id}/notes,staff_add_note,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/coaching-appointments/{appointment_id}/cancel,provider_cancel,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/staff/real-estate-leads/{lead_id}/accept,agent_accept,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/staff/real-estate-leads/{lead_id}/reject,agent_reject,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/staff/real-estate-leads/{lead_id}/mark-contacted,agent_mark_contacted,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/staff/real-estate-leads/{lead_id}/schedule-follow-up,agent_follow_up,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/staff/real-estate-leads/{lead_id}/plan-site-visit,agent_plan_site_visit,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/staff/real-estate-leads/{lead_id}/complete-site-visit,agent_complete_site_visit,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/staff/real-estate-leads/{lead_id}/qualify,agent_qualify,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/staff/real-estate-leads/{lead_id}/disqualify,agent_disqualify,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/staff/real-estate-leads/{lead_id}/convert,agent_convert,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/staff/real-estate-leads/{lead_id}/close-lost,agent_close_lost,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/staff/real-estate-leads/{lead_id}/notes,agent_add_note,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/quotes/{quote_id}/cancel,provider_cancel_quote,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/staff/quotes,staff_create_quote,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/staff/quotes/{quote_id}/items,staff_add_item,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
PUT,/v1/staff/quotes/{quote_id}/items/{item_id},staff_update_item,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
DELETE,/v1/staff/quotes/{quote_id}/items/{item_id},staff_remove_item,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/staff/quotes/{quote_id}/send-to-customer,staff_send_to_customer,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/staff/quotes/{quote_id}/mark-revised,staff_mark_revised,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/staff/quotes/{quote_id}/cancel,staff_cancel_quote,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/staff/checklists,staff_create_checklist,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
PUT,/v1/staff/checklists/{checklist_id}/items/{item_id},staff_update_checklist_item,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/staff/checklists/{checklist_id}/complete,staff_complete_checklist,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/service-invoices/{invoice_id}/issue,provider_issue_invoice,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
POST,/v1/provider/service-invoices/{invoice_id}/record-payment,provider_record_payment,EXISTING_CANONICAL_ROW_MATCH,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/staff/service-invoices,staff_create_invoice,EXISTING_CANONICAL_ROW_MATCH,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/staff/service-invoices/{invoice_id}/items,staff_add_invoice_item,EXISTING_CANONICAL_ROW_MATCH,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/provider/reviews/{review_id}/reply,submit_reply,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/reviews/{review_id}/flag,flag_review,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/complaints/{complaint_id}/respond,respond_to_complaint,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/complaints/{complaint_id}/offer-resolution,offer_resolution,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/complaints/{complaint_id}/ai-session/answers,submit_ai_answers,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/complaints/{complaint_id}/settlement-proposals,create_settlement_proposal,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/complaints/{complaint_id}/settlement-proposals/{proposal_id}/respond,respond_to_settlement,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/rework-requests/{rework_id}/schedule,schedule_rework,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/rework-requests/{rework_id}/start,start_rework,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/rework-requests/{rework_id}/complete,complete_rework,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/refund-requests/{refund_id}/review,review_refund,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
PUT,/v1/provider/notifications/preferences,provider_update_pref,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/chat/threads,provider_create_thread,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/chat/threads/{thread_id}/messages,provider_send_message,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/chat/threads/{thread_id}/read,provider_mark_thread_read,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/staff/notifications/{notification_id}/read,staff_mark_read,EXISTING_CANONICAL_ROW_MATCH,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/staff/notifications/mark-all-read,staff_mark_all_read,EXISTING_CANONICAL_ROW_MATCH,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/staff/chat/threads/{thread_id}/messages,staff_send_message,EXISTING_CANONICAL_ROW_MATCH,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/staff/chat/threads/{thread_id}/read,staff_mark_thread_read,EXISTING_CANONICAL_ROW_MATCH,STAFF_EXECUTION_ROLE_SCOPE_AWARE
POST,/v1/provider/reports/run,provider_run_report,EXISTING_CANONICAL_ROW_MATCH,AUTHENTICATED_ONLY_NO_PERMISSION_CHECK
POST,/v1/provider/marketing/campaigns/generate-launch,generate_launch_campaign,EXISTING_CANONICAL_ROW_MATCH,AUTHENTICATED_ONLY_NO_PERMISSION_CHECK
POST,/v1/provider/marketing/campaigns/{campaign_id}/submit-review,submit_campaign_review,EXISTING_CANONICAL_ROW_MATCH,AUTHENTICATED_ONLY_NO_PERMISSION_CHECK
PUT,/v1/provider/marketing/assets/{asset_id}/provider-notes,update_asset_provider_notes,EXISTING_CANONICAL_ROW_MATCH,AUTHENTICATED_ONLY_NO_PERMISSION_CHECK
POST,/v1/provider/team-members,create_team_member,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
PUT,/v1/provider/team-members/{member_id},update_team_member,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
DELETE,/v1/provider/team-members/{member_id},delete_team_member,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/team-members/{member_id}/activate,activate_team_member,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/team-members/{member_id}/deactivate,deactivate_team_member,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/availability,create_availability,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
PUT,/v1/provider/availability/{rule_id},update_availability,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
DELETE,/v1/provider/availability/{rule_id},delete_availability,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/availability/exceptions,create_availability_exception,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
PUT,/v1/provider/availability/exceptions/{exception_id},update_availability_exception,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
DELETE,/v1/provider/availability/exceptions/{exception_id},delete_availability_exception,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
PUT,/v1/provider/booking-window,update_booking_window,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
PUT,/v1/provider/service-areas/{area_id}/coverage,set_area_coverage,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_PERMISSION_SCOPE_AWARE
POST,/v1/provider/availability/preset/{preset_key},apply_availability_preset,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
DELETE,/v1/provider/availability/preset/{preset_key},delete_availability_preset,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/offerings/enabled,enable_offering,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
PUT,/v1/provider/offerings/enabled/{offering_id},update_enabled_offering,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
POST,/v1/provider/offerings/enabled/{offering_id}/activate,activate_offering,EXISTING_CANONICAL_ROW_MATCH,TENANT_MUTATION_ROLE_SCOPE_AWARE
