method,path,endpoint,guard_status,tenant_evidence,mutation_evidence,verdict,reason
POST,/v1/tenants/onboarding/{request_id}/activate,activate_tenant,PLATFORM_ADMIN_ONLY,,add|flush,KEEP_TENANT_SOURCE_INDIRECT,mutation confirmed; tenant derived indirectly via service layer
PUT,/v1/tenants/onboarding/{request_id}/checklist/{item_key},update_checklist,PLATFORM_ADMIN_ONLY,,Update ,KEEP_TENANT_SOURCE_INDIRECT,mutation confirmed; tenant derived indirectly via service layer
POST,/v1/tenants/onboarding/{request_id}/preflight-check,preflight_check,PLATFORM_ADMIN_ONLY,,,REVIEW_NO_DIRECT_MUTATION_EVIDENCE,"no direct mutation expression in handler; likely delegates to a service method -- retained, removal needs capability proof"
POST,/v1/tenants/onboarding/{request_id}/reject,reject_onboarding,PLATFORM_ADMIN_ONLY,,,REVIEW_NO_DIRECT_MUTATION_EVIDENCE,"no direct mutation expression in handler; likely delegates to a service method -- retained, removal needs capability proof"
POST,/v1/tenants/onboarding/{request_id}/request-documents,request_documents,PLATFORM_ADMIN_ONLY,,,REVIEW_NO_DIRECT_MUTATION_EVIDENCE,"no direct mutation expression in handler; likely delegates to a service method -- retained, removal needs capability proof"
POST,/v1/tenants/onboarding/{request_id}/start-review,start_review,PLATFORM_ADMIN_ONLY,,,REVIEW_NO_DIRECT_MUTATION_EVIDENCE,"no direct mutation expression in handler; likely delegates to a service method -- retained, removal needs capability proof"
PUT,/v1/tenants/{tenant_id},update_tenant,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,,Update ,KEEP_TENANT_SOURCE_INDIRECT,mutation confirmed; tenant derived indirectly via service layer
POST,/v1/tenants/{tenant_id}/billing/dunning,trigger_dunning,PLATFORM_ADMIN_ONLY,,,REVIEW_NO_DIRECT_MUTATION_EVIDENCE,"no direct mutation expression in handler; likely delegates to a service method -- retained, removal needs capability proof"
PUT,/v1/tenants/{tenant_id}/billing/payment-method,update_payment_method,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,,Update ,KEEP_TENANT_SOURCE_INDIRECT,mutation confirmed; tenant derived indirectly via service layer
POST,/v1/tenants/{tenant_id}/data/delete-request,gdpr_deletion,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,,add,KEEP_TENANT_SOURCE_INDIRECT,mutation confirmed; tenant derived indirectly via service layer
POST,/v1/tenants/{tenant_id}/data/export,request_data_export,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,,add,KEEP_TENANT_SOURCE_INDIRECT,mutation confirmed; tenant derived indirectly via service layer
POST,/v1/tenants/{tenant_id}/engines/bulk-disable,bulk_disable,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,,,REVIEW_NO_DIRECT_MUTATION_EVIDENCE,"no direct mutation expression in handler; likely delegates to a service method -- retained, removal needs capability proof"
POST,/v1/tenants/{tenant_id}/engines/bulk-enable,bulk_enable,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,,add,KEEP_TENANT_SOURCE_INDIRECT,mutation confirmed; tenant derived indirectly via service layer
PUT,/v1/tenants/{tenant_id}/engines/{engine_id}/config,update_engine_config,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,,Update ,KEEP_TENANT_SOURCE_INDIRECT,mutation confirmed; tenant derived indirectly via service layer
POST,/v1/tenants/{tenant_id}/engines/{engine_id}/config/validate,validate_engine_config,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,,,REVIEW_NO_DIRECT_MUTATION_EVIDENCE,"no direct mutation expression in handler; likely delegates to a service method -- retained, removal needs capability proof"
POST,/v1/tenants/{tenant_id}/engines/{engine_id}/disable,disable_engine,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,,add,KEEP_TENANT_SOURCE_INDIRECT,mutation confirmed; tenant derived indirectly via service layer
POST,/v1/tenants/{tenant_id}/engines/{engine_id}/enable,enable_engine,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,,add,KEEP_TENANT_SOURCE_INDIRECT,mutation confirmed; tenant derived indirectly via service layer
PUT,/v1/tenants/{tenant_id}/feature-flags/{flag_key},set_feature_flag,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,,add,KEEP_TENANT_SOURCE_INDIRECT,mutation confirmed; tenant derived indirectly via service layer
DELETE,/v1/tenants/{tenant_id}/feature-flags/{flag_key},delete_feature_flag,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,,delete(,KEEP_TENANT_SOURCE_INDIRECT,mutation confirmed; tenant derived indirectly via service layer
POST,/v1/tenants/{tenant_id}/plan/downgrade,downgrade_plan,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,,add,KEEP_TENANT_SOURCE_INDIRECT,mutation confirmed; tenant derived indirectly via service layer
POST,/v1/tenants/{tenant_id}/plan/upgrade,upgrade_plan,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,,add,KEEP_TENANT_SOURCE_INDIRECT,mutation confirmed; tenant derived indirectly via service layer
POST,/v1/tenants/{tenant_id}/reinstate,reinstate_tenant,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,,add,KEEP_TENANT_SOURCE_INDIRECT,mutation confirmed; tenant derived indirectly via service layer
POST,/v1/tenants/{tenant_id}/suspend,suspend_tenant,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,,add,KEEP_TENANT_SOURCE_INDIRECT,mutation confirmed; tenant derived indirectly via service layer
POST,/v1/tenants/{tenant_id}/terminate/begin,begin_termination,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,,add,KEEP_TENANT_SOURCE_INDIRECT,mutation confirmed; tenant derived indirectly via service layer
POST,/v1/tenants/{tenant_id}/terminate/confirm,confirm_termination,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,,add,KEEP_TENANT_SOURCE_INDIRECT,mutation confirmed; tenant derived indirectly via service layer
POST,/v1/tenants/{tenant_id}/trial/convert,convert_trial,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,,add,KEEP_TENANT_SOURCE_INDIRECT,mutation confirmed; tenant derived indirectly via service layer
POST,/v1/jobs/quotes/{quote_id}/respond,respond_to_quote,CUSTOMER_ROLE_ONLY_NOT_TENANT_SCOPED,,add,KEEP_TENANT_SOURCE_INDIRECT,mutation confirmed; tenant derived indirectly via service layer
PUT,/v1/jobs/{job_id}/checklist/items/{item_id},update_checklist_item,STAFF_EXECUTION_ROLE_SCOPE_AWARE,,,REVIEW_NO_DIRECT_MUTATION_EVIDENCE,"no direct mutation expression in handler; likely delegates to a service method -- retained, removal needs capability proof"
POST,/v1/jobs/{job_id}/deduct-commission,deduct_commission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,self.actor_tenant_id,,REVIEW_NO_DIRECT_MUTATION_EVIDENCE,"no direct mutation expression in handler; likely delegates to a service method -- retained, removal needs capability proof"
POST,/v1/jobs/{job_id}/financial-close,financial_close,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,,add|flush,KEEP_TENANT_SOURCE_INDIRECT,mutation confirmed; tenant derived indirectly via service layer
POST,/v1/jobs/{job_id}/quotes/{quote_id}/approve,approve_job_quote,CUSTOMER_ROLE_ONLY_NOT_TENANT_SCOPED,,add,KEEP_TENANT_SOURCE_INDIRECT,mutation confirmed; tenant derived indirectly via service layer
POST,/v1/jobs/{job_id}/quotes/{quote_id}/reject,reject_job_quote,CUSTOMER_ROLE_ONLY_NOT_TENANT_SCOPED,,add,KEEP_TENANT_SOURCE_INDIRECT,mutation confirmed; tenant derived indirectly via service layer
POST,/v1/jobs/{job_id}/spawn-repair,spawn_repair,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,self.actor_tenant_id,,REVIEW_NO_DIRECT_MUTATION_EVIDENCE,"no direct mutation expression in handler; likely delegates to a service method -- retained, removal needs capability proof"
POST,/v1/bookings/reschedule/{reschedule_id}/reject,reject_reschedule,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,self.actor_tenant_id,,REVIEW_NO_DIRECT_MUTATION_EVIDENCE,"no direct mutation expression in handler; likely delegates to a service method -- retained, removal needs capability proof"
POST,/v1/reviews/{review_id}/reply,submit_reply,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,_get_review_scoped()|self.actor_tenant_id,,REVIEW_NO_DIRECT_MUTATION_EVIDENCE,"no direct mutation expression in handler; likely delegates to a service method -- retained, removal needs capability proof"
